"realization","station_id","point_id","longitude","latitude","date","tmax","tmin","prcp"
1,87448,1,5001635.86109091,6256576.54050352,2019-01-01,27.1926621244054,5.46489882725495,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-02,30.5729606560259,10.2665419584997,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-03,33.3644620149725,15.180859562576,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-04,34.0562664399785,15.4733788331099,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-05,32.6924002224425,15.270145082349,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-06,30.5668305925106,14.7975303134349,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-07,29.3291320210415,12.6246745560993,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-08,34.0998760606885,13.8167136406213,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-09,35.036597432345,19.5960686730518,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-10,37.5283366790473,19.323511671872,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-11,31.4739430602755,18.3739439075401,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-12,32.1115754431579,14.2908340528415,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-13,31.0707030324113,19.6592909524757,9.32669466556244
1,87448,1,5001635.86109091,6256576.54050352,2019-01-14,27.7440846448171,16.8054920396874,2.67751764119278
1,87448,1,5001635.86109091,6256576.54050352,2019-01-15,21.5379561536,12.3057096041085,15.4515805115281
1,87448,1,5001635.86109091,6256576.54050352,2019-01-16,20.6989619519196,12.9025789201285,24.5001311519703
1,87448,1,5001635.86109091,6256576.54050352,2019-01-17,25.3994850769321,8.58781362441113,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-18,30.2831315195552,12.8877480324066,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-19,34.0138026216549,13.9390407001144,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-20,30.5585498106561,13.7127742520831,10.2879855346647
1,87448,1,5001635.86109091,6256576.54050352,2019-01-21,21.5821760909253,15.6838222225204,1.25233530184835
1,87448,1,5001635.86109091,6256576.54050352,2019-01-22,27.6536920524538,16.2381547080377,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-23,28.4932737387584,13.5220895597,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-24,33.1860540922985,14.1419624121574,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-25,33.3524305967173,10.336543294493,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-26,30.1482172457119,12.5265896644464,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-27,29.4388782189068,12.2034971530131,23.8503846123031
1,87448,1,5001635.86109091,6256576.54050352,2019-01-28,31.9674952486208,13.1508939417875,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-29,31.4264368880176,16.6122818785814,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-30,36.6455096517808,15.1815288954128,0
1,87448,1,5001635.86109091,6256576.54050352,2019-01-31,36.602940774991,20.8214094434161,0
1,87448,1,5001635.86109091,6256576.54050352,2019-02-01,33.5473322562931,16.6540481850542,0
1,87448,1,5001635.86109091,6256576.54050352,2019-02-02,35.4270199818739,17.1610873829068,0
1,87448,1,5001635.86109091,6256576.54050352,2019-02-03,40.8986537783806,15.120958364227,0
1,87448,1,5001635.86109091,6256576.54050352,2019-02-04,32.7437809749739,18.947055721915,2.82996063383007
1,87448,1,5001635.86109091,6256576.54050352,2019-02-05,24.8197581245751,15.4968966296212,0
1,87448,1,5001635.86109091,6256576.54050352,2019-02-06,27.0859999775012,10.2108647534344,0
1,87448,1,5001635.86109091,6256576.54050352,2019-02-07,31.654934084905,12.6992283935912,0
1,87448,1,5001635.86109091,6256576.54050352,2019-02-08,32.5220337901133,11.0364451198447,0
1,87448,1,5001635.86109091,6256576.54050352,2019-02-09,38.5885972699736,12.7928874292691,0
1,87448,1,5001635.86109091,6256576.54050352,2019-02-10,33.9403069297431,20.5192675736444,25.389867245444
1,87448,1,5001635.86109091,6256576.54050352,2019-02-11,34.1984611144932,15.9391292193732,0
1,87448,1,5001635.86109091,6256576.54050352,2019-02-12,31.3735895568721,17.2510261077164,0
1,87448,1,5001635.86109091,6256576.54050352,2019-02-13,29.4233113721351,12.8507114923773,0
